sample_id,source_matrix,source_path,case_id,terrain_key,world,semantic_input,style_input,decision,ramgate_enabled,ramgate_calibrated,ramgate_observed,ram_monitor_observed,locomotion_valid,no_fall_route_closed,strict_height_margin_valid,fallen_relative,dx,dy,min_rel_z,mpc_vx_mean,mpc_body_height_mean,mpc_clearance_mean,ram_ctrl_risk_mean,ram_fallen_mean,ram_recovery_mean,gate_stable_frac,gate_caution_frac,gate_unstable_frac,gate_override_frac,gate_first_action,gate_last_action,calibration_first,calibration_last,training_role,semantic_target,beta_v_target,beta_s_target,beta_e_target,preference_score,note
tracer_v1_neg_0001,negative_v1,data/sanity_results/tracer_fusion_ram_gate_joined_gate_eval_closed_slippery_20260624_151729.csv,gate_eval_closed_slippery_20260624_151729_slippery_mid_downslope_avoid,slippery_mid_downslope_5deg_forward_postfix,tracer_slippery_mid_downslope_5deg,no_valid_high_level_velocity_primitive,no_deployable_high_level_fallback,no_valid_high_level_velocity_primitive,True,False,True,True,False,False,False,False,2.098207841989327,0.397033723289941,0.1845387418731698,0.0,0.0,0.0,0.3162,0.5298,0.0,0.0,0.0,0.0,1.0,invalid_or_risky,no_valid_keep,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-3.5,high_confidence_negative: valid_locomotion_false
tracer_v1_neg_0002,negative_v1,data/sanity_results/tracer_slippery_primitive_v1_compact_latest.csv,slip_primitive_v1_20260623_211152_safe_stop,slippery_primitive_v1_safe_stop,unknown,unknown,safe_stop,unknown,True,False,True,True,False,False,False,False,2.268719458581044,0.069552240683531,0.1274393506914705,0.0,0.0,0.0,0.1584,0.1916,0.0,0.0,0.0,0.0,1.0,invalid_or_risky,keep,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-4.0,high_confidence_negative: valid_locomotion_false;low_height_min_rel_z=0.127
tracer_v1_neg_0003,negative_v1,data/sanity_results/tracer_slippery_primitive_v1_compact_latest.csv,slip_primitive_v1_20260623_211152_active_hold_h031,slippery_primitive_v1_active_hold_h031,unknown,unknown,active_hold_h031,unknown,True,False,True,True,False,False,False,True,1.355841788140146,-0.0690822482897669,0.0743253586616687,0.0,0.0,0.0,0.8,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.5,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.074;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.800
tracer_v1_neg_0004,negative_v1,data/sanity_results/tracer_slippery_primitive_v1_compact_latest.csv,slip_primitive_v1_20260623_211152_active_hold_h030,slippery_primitive_v1_active_hold_h030,unknown,unknown,active_hold_h030,unknown,True,False,True,True,False,True,False,False,0.3226524912110707,0.5546984568338347,0.1437695506175879,0.0,0.0,0.0,0.4574,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-4.0,high_confidence_negative: low_height_min_rel_z=0.144;fallen_tail5_high=1.000
tracer_v1_neg_0005,negative_v1,data/sanity_results/tracer_slippery_primitive_v1_compact_latest.csv,slip_primitive_v1_20260623_211152_active_hold_h029,slippery_primitive_v1_active_hold_h029,unknown,unknown,active_hold_h029,unknown,True,False,True,True,False,False,False,True,1.2941477450068422,0.1237314381485432,0.0521005662571998,0.0,0.0,0.0,0.8058000000000001,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.5,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.052;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.806
tracer_v1_neg_0006,negative_v1,data/sanity_results/tracer_slippery_primitive_v1_compact_latest.csv,slip_primitive_v1_20260623_211152_micro_forward_002,slippery_primitive_v1_micro_forward_002,unknown,unknown,micro_forward_002,unknown,True,False,True,True,False,False,False,True,0.9036949105185154,0.3358720651280952,0.1087505403163047,0.0,0.0,0.0,0.3404,0.9994,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.0,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.109;fallen_tail5_high=0.999
tracer_v1_neg_0007,negative_v1,data/sanity_results/tracer_slippery_primitive_v1_compact_latest.csv,slip_primitive_v1_20260623_211152_micro_backstep_002,slippery_primitive_v1_micro_backstep_002,unknown,unknown,micro_backstep_002,unknown,True,False,True,True,False,False,False,True,1.2775065927176517,-0.0156769085779322,0.0731352727352056,0.0,0.0,0.0,0.805,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.5,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.073;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.805
tracer_v1_neg_0008,negative_v1,data/sanity_results/tracer_slippery_micro_brake_v3_joined_slippery_micro_brake_v3_20260623_232039.csv,slippery_micro_brake_v3_20260623_232039_r1,slippery_micro_brake_v3_downhill_behind_body,tracer_slippery_mid_slope_5deg,validated_conditional_micro_brake,micro_brake_vx_m0p005_h305_c055,validated_conditional_micro_brake,True,False,True,True,False,True,False,False,-1.2208273368790266,0.1878167780744703,0.1849353130102226,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-4.0,high_confidence_negative: fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.500
tracer_v1_neg_0009,negative_v1,data/sanity_results/tracer_slippery_micro_brake_v3_joined_slippery_micro_brake_v3_20260623_232039.csv,slippery_micro_brake_v3_20260623_232039_r2,slippery_micro_brake_v3_downhill_behind_body,tracer_slippery_mid_slope_5deg,validated_conditional_micro_brake,micro_brake_vx_m0p005_h305_c055,validated_conditional_micro_brake,True,False,True,True,False,False,False,True,-0.9887832952330085,0.3614024738990813,0.0783257232514411,0.0,0.0,0.0,0.8566,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.5,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.078;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.857
tracer_v1_neg_0010,negative_v1,data/sanity_results/tracer_slippery_micro_brake_v3_joined_slippery_micro_brake_v3_20260623_232039.csv,slippery_micro_brake_v3_20260623_232039_r3,slippery_micro_brake_v3_downhill_behind_body,tracer_slippery_mid_slope_5deg,validated_conditional_micro_brake,micro_brake_vx_m0p005_h305_c055,validated_conditional_micro_brake,True,False,True,True,False,False,False,True,-1.6287002868820777,-0.3321656475658306,0.0743679794895882,0.0,0.0,0.0,0.875,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.5,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.074;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.875
tracer_v1_neg_0011,negative_v1,data/sanity_results/tracer_slippery_micro_brake_staged_v4_joined_slippery_micro_brake_staged_v4_fixed_20260623_234222.csv,slippery_micro_brake_staged_v4_fixed_20260623_234222_r1,slippery_micro_brake_v3_downhill_behind_body,tracer_slippery_mid_slope_5deg,candidate_conditional_micro_brake,micro_brake_vx_m0p005_h305_c055,candidate_conditional_micro_brake,True,False,True,True,False,False,False,True,-0.9870668728930356,-0.0987332751114037,0.0721173138712269,0.0,0.0,0.0,0.8908,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.5,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.072;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.891
tracer_v1_neg_0012,negative_v1,data/sanity_results/tracer_slippery_micro_brake_staged_v4_joined_slippery_micro_brake_staged_v4_fixed_20260623_234222.csv,slippery_micro_brake_staged_v4_fixed_20260623_234222_r2,slippery_micro_brake_v3_downhill_behind_body,tracer_slippery_mid_slope_5deg,candidate_conditional_micro_brake,micro_brake_vx_m0p005_h305_c055,candidate_conditional_micro_brake,True,False,True,True,False,True,False,False,-0.575990480425858,-0.055369409120701,0.1685020864153885,0.0,0.0,0.0,0.494,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-4.0,high_confidence_negative: low_height_min_rel_z=0.169;fallen_tail5_high=1.000
tracer_v1_neg_0013,negative_v1,data/sanity_results/tracer_slippery_micro_brake_staged_v4_joined_slippery_micro_brake_staged_v4_fixed_20260623_234222.csv,slippery_micro_brake_staged_v4_fixed_20260623_234222_r3,slippery_micro_brake_v3_downhill_behind_body,tracer_slippery_mid_slope_5deg,candidate_conditional_micro_brake,micro_brake_vx_m0p005_h305_c055,candidate_conditional_micro_brake,True,False,True,True,False,False,False,True,-0.5369005180821705,0.1835862186316047,0.0844496796650288,0.0,0.0,0.0,0.8002,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.5,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.084;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.800
tracer_v1_neg_0014,negative_v1,data/sanity_results/tracer_micro_backstep_top2_repeat_joined_micro_backstep_top2_repeat_v1_20260623_230155.csv,micro_backstep_top2_repeat_v1_20260623_230155_r1_baseline_active_hold,slippery_true_backstep_v0_active_hold_h305_c055,tracer_slippery_mid_slope_5deg,primitive_eval_true_backstep,true_backstep_baseline_active_hold_h305_c055,primitive_eval_true_backstep,True,False,True,True,False,False,False,True,-1.1620325544498322,0.2879313264632056,0.07488721160609,0.0,0.0,0.0,0.802,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.5,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.075;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.802
tracer_v1_neg_0015,negative_v1,data/sanity_results/tracer_micro_backstep_top2_repeat_joined_micro_backstep_top2_repeat_v1_20260623_230155.csv,micro_backstep_top2_repeat_v1_20260623_230155_r1_vx_m0003,slippery_micro_backstep_v1_vx_m0p003_h305_c055,tracer_slippery_mid_slope_5deg,primitive_eval_micro_backstep,micro_backstep_vx_m0p003_h305_c055,primitive_eval_micro_backstep,True,False,True,True,False,False,False,True,-1.7870261205220896,-0.1081474437909052,0.099751353109952,0.0,0.0,0.0,0.766,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.5,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.100;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.766
tracer_v1_neg_0016,negative_v1,data/sanity_results/tracer_micro_backstep_top2_repeat_joined_micro_backstep_top2_repeat_v1_20260623_230155.csv,micro_backstep_top2_repeat_v1_20260623_230155_r1_vx_m0005,slippery_micro_backstep_v1_vx_m0p005_h305_c055,tracer_slippery_mid_slope_5deg,primitive_eval_micro_backstep,micro_backstep_vx_m0p005_h305_c055,primitive_eval_micro_backstep,True,False,True,True,False,True,False,False,-1.672812120285652,-0.0937152803250478,0.1361042970657591,0.0,0.0,0.0,0.5836,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-4.5,high_confidence_negative: low_height_min_rel_z=0.136;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.584
tracer_v1_neg_0017,negative_v1,data/sanity_results/tracer_micro_backstep_top2_repeat_joined_micro_backstep_top2_repeat_v1_20260623_230155.csv,micro_backstep_top2_repeat_v1_20260623_230155_r2_baseline_active_hold,slippery_true_backstep_v0_active_hold_h305_c055,tracer_slippery_mid_slope_5deg,primitive_eval_true_backstep,true_backstep_baseline_active_hold_h305_c055,primitive_eval_true_backstep,True,False,True,True,False,False,False,True,-1.204867997749479,-0.5519132925302382,0.0788937152657101,0.0,0.0,0.0,0.8032,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.5,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.079;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.803
tracer_v1_neg_0018,negative_v1,data/sanity_results/tracer_micro_backstep_top2_repeat_joined_micro_backstep_top2_repeat_v1_20260623_230155.csv,micro_backstep_top2_repeat_v1_20260623_230155_r2_vx_m0003,slippery_micro_backstep_v1_vx_m0p003_h305_c055,tracer_slippery_mid_slope_5deg,primitive_eval_micro_backstep,micro_backstep_vx_m0p003_h305_c055,primitive_eval_micro_backstep,True,False,True,True,False,False,False,True,-0.9288651596264796,0.2834853289877729,0.074954121615333,0.0,0.0,0.0,0.8076,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.5,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.075;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.808
tracer_v1_neg_0019,negative_v1,data/sanity_results/tracer_micro_backstep_top2_repeat_joined_micro_backstep_top2_repeat_v1_20260623_230155.csv,micro_backstep_top2_repeat_v1_20260623_230155_r2_vx_m0005,slippery_micro_backstep_v1_vx_m0p005_h305_c055,tracer_slippery_mid_slope_5deg,primitive_eval_micro_backstep,micro_backstep_vx_m0p005_h305_c055,primitive_eval_micro_backstep,True,False,True,True,False,True,False,False,-1.1799552259086066,-0.0622551613969013,0.1273885670645305,0.0,0.0,0.0,0.6414,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-4.5,high_confidence_negative: low_height_min_rel_z=0.127;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.641
tracer_v1_neg_0020,negative_v1,data/sanity_results/tracer_micro_backstep_top2_repeat_joined_micro_backstep_top2_repeat_v1_20260623_230155.csv,micro_backstep_top2_repeat_v1_20260623_230155_r3_baseline_active_hold,slippery_true_backstep_v0_active_hold_h305_c055,tracer_slippery_mid_slope_5deg,primitive_eval_true_backstep,true_backstep_baseline_active_hold_h305_c055,primitive_eval_true_backstep,True,False,True,True,False,False,False,True,-1.0470029834110477,-0.2090329427143924,0.1056692574944815,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.5,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.106;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.500
tracer_v1_neg_0021,negative_v1,data/sanity_results/tracer_micro_backstep_top2_repeat_joined_micro_backstep_top2_repeat_v1_20260623_230155.csv,micro_backstep_top2_repeat_v1_20260623_230155_r3_vx_m0003,slippery_micro_backstep_v1_vx_m0p003_h305_c055,tracer_slippery_mid_slope_5deg,primitive_eval_micro_backstep,micro_backstep_vx_m0p003_h305_c055,primitive_eval_micro_backstep,True,False,True,True,False,False,False,True,-1.4533873920843623,-0.5875100282083031,0.0820137065164417,0.0,0.0,0.0,0.8946000000000001,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.5,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.082;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.895
tracer_v1_neg_0022,negative_v1,data/sanity_results/tracer_micro_backstep_top2_repeat_joined_micro_backstep_top2_repeat_v1_20260623_230155.csv,micro_backstep_top2_repeat_v1_20260623_230155_r3_vx_m0005,slippery_micro_backstep_v1_vx_m0p005_h305_c055,tracer_slippery_mid_slope_5deg,primitive_eval_micro_backstep,micro_backstep_vx_m0p005_h305_c055,primitive_eval_micro_backstep,True,False,True,True,False,True,False,False,-1.100951400268371,0.441878345129495,0.1287558795630659,0.0,0.0,0.0,0.5242,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-4.5,high_confidence_negative: low_height_min_rel_z=0.129;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.524
tracer_v1_neg_0023,negative_v1,data/sanity_results/tracer_true_backstep_top1_repeat_joined_true_backstep_top1_repeat_v0_20260623_223809.csv,true_backstep_top1_repeat_v0_20260623_223809_r1_active_hold,slippery_true_backstep_v0_active_hold_h305_c055,tracer_slippery_mid_slope_5deg,primitive_eval_true_backstep,true_backstep_baseline_active_hold_h305_c055,primitive_eval_true_backstep,True,False,True,True,False,True,False,False,-1.4497558618910809,-0.1440405544227157,0.1552363079520106,0.0,0.0,0.0,0.502,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-4.5,high_confidence_negative: low_height_min_rel_z=0.155;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.502
tracer_v1_neg_0024,negative_v1,data/sanity_results/tracer_true_backstep_top1_repeat_joined_true_backstep_top1_repeat_v0_20260623_223809.csv,true_backstep_top1_repeat_v0_20260623_223809_r1_vx_m002,slippery_true_backstep_v0_vx_m002_h305_c055,tracer_slippery_mid_slope_5deg,primitive_eval_true_backstep,true_backstep_vx_m002_h305_c055,primitive_eval_true_backstep,True,False,True,True,False,False,False,True,-0.7533438244041569,0.3415784011846308,0.0721970814079303,0.0,0.0,0.0,0.8018000000000001,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.5,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.072;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.802
tracer_v1_neg_0025,negative_v1,data/sanity_results/tracer_true_backstep_top1_repeat_joined_true_backstep_top1_repeat_v0_20260623_223809.csv,true_backstep_top1_repeat_v0_20260623_223809_r2_active_hold,slippery_true_backstep_v0_active_hold_h305_c055,tracer_slippery_mid_slope_5deg,primitive_eval_true_backstep,true_backstep_baseline_active_hold_h305_c055,primitive_eval_true_backstep,True,False,True,True,False,False,False,True,-1.3293991958589753,0.8061905439911939,0.1168013436564558,0.0,0.0,0.0,0.6538,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.5,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.117;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.654
tracer_v1_neg_0026,negative_v1,data/sanity_results/tracer_true_backstep_top1_repeat_joined_true_backstep_top1_repeat_v0_20260623_223809.csv,true_backstep_top1_repeat_v0_20260623_223809_r2_vx_m002,slippery_true_backstep_v0_vx_m002_h305_c055,tracer_slippery_mid_slope_5deg,primitive_eval_true_backstep,true_backstep_vx_m002_h305_c055,primitive_eval_true_backstep,True,False,True,True,False,False,False,True,-0.8630596743885507,-0.2205212480260987,0.0872137409694985,0.0,0.0,0.0,0.4134,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.0,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.087;fallen_tail5_high=1.000
tracer_v1_neg_0027,negative_v1,data/sanity_results/tracer_true_backstep_top1_repeat_joined_true_backstep_top1_repeat_v0_20260623_223809.csv,true_backstep_top1_repeat_v0_20260623_223809_r3_active_hold,slippery_true_backstep_v0_active_hold_h305_c055,tracer_slippery_mid_slope_5deg,primitive_eval_true_backstep,true_backstep_baseline_active_hold_h305_c055,primitive_eval_true_backstep,True,False,True,True,False,False,False,True,-1.1244245649843303,0.383602696705003,0.0783217383428656,0.0,0.0,0.0,0.8230000000000001,1.0,0.0,0.0,0.0,1.0,1.0,invalid_or_risky,would_conservative_probe,,,invalid_or_risky,no_valid_forward_recovery_needed,0.1,0.75,0.15,-5.5,high_confidence_negative: valid_locomotion_false;fallen_true;low_height_min_rel_z=0.078;fallen_tail5_high=1.000;ctrl_ema_tail5_high=0.823
