context_id,eta_name,eta_motion,eta_stability,eta_energy,selected_beta,beta_motion,beta_stability,beta_energy,J_motion,J_stability,J_energy,regret_motion,regret_stability,regret_energy,Q_eta,balanced_selected_beta,beta_changed_vs_balanced,target_objective,delta_target_J_vs_balanced,delta_target_regret_vs_balanced,target_semantic_result,delta_non_target_regret_mean,eta_Q_gain_vs_balanced_selection
rough_seed_15,stability_biased,0.15,0.7,0.15,lm000_ls040_le060,0.15,0.37,0.48,4.503668003129401,0.4390288881572686,152.21766341880416,1.0,0.0,0.4147128531472965,0.15212206927972094,lm060_ls040_le000,1,stability,-0.0016229320532571978,-0.3284708532116371,improved,0.3932383065333894,-0.08104917830102726
rough_seed_15,energy_biased,0.15,0.15,0.7,lm000_ls080_le020,0.15,0.5900000000000001,0.26,4.462069108008689,0.44191884889571287,151.10764345690615,0.17121515767851958,0.5849091880339408,0.0,0.08887056472365981,lm060_ls040_le000,1,energy,-1.291428838527537,-0.48248874492912863,improved,0.14095299867471706,-0.2529603054637787
rough_seed_0,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm100_ls000_le000,0.7000000000000001,0.15,0.15,4.507595496334157,0.3649186844224,129.7115052776725,0.10514555554367805,0.6498733981956885,0.0,0.21914119591102738,lm100_ls000_le000,0,balanced,0.0,0.0,reference,0.0,0.0
rough_seed_0,motion_biased,0.7,0.15,0.15,lm100_ls000_le000,0.7000000000000001,0.15,0.15,4.507595496334157,0.3649186844224,129.7115052776725,0.10514555554367805,0.6498733981956885,0.0,0.09919183871545255,lm100_ls000_le000,0,motion,0.0,0.0,tied,0.0,0.0
rough_seed_0,stability_biased,0.15,0.7,0.15,lm000_ls060_le040,0.15,0.48,0.37,4.556074348667634,0.3623027647386958,132.90448796450124,0.7235723736864053,0.0517034816856679,0.6942218161381594,0.11102447170949731,lm100_ls000_le000,1,stability,-0.002615919683704171,-0.5981699165100206,improved,0.6563243171404434,-0.34859373914816993
rough_seed_0,energy_biased,0.15,0.15,0.7,lm100_ls000_le000,0.7000000000000001,0.15,0.15,4.507595496334157,0.3649186844224,129.7115052776725,0.10514555554367805,0.6498733981956885,0.0,0.09861353815996232,lm100_ls000_le000,0,energy,0.0,0.0,tied,0.0,0.0
rough_seed_5,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm060_ls020_le020,0.48,0.26,0.26,4.591705199461795,0.3035067834585496,130.4284871977752,0.27653976501319666,0.5996674772349548,0.1155057124866261,0.2031948689274342,lm060_ls020_le020,0,balanced,0.0,0.0,reference,0.0,0.0
rough_seed_5,motion_biased,0.7,0.15,0.15,lm100_ls000_le000,0.7000000000000001,0.15,0.15,4.5679937801785035,0.3045925985202785,130.70648187729572,0.07914196954144474,0.7036762899419433,0.2462176392162441,0.10753027817181889,lm060_ls020_le020,1,motion,-0.023711419283291235,-0.1973977954717519,improved,0.11736036971830324,-0.08905609547709352
rough_seed_5,stability_biased,0.15,0.7,0.15,lm020_ls040_le040,0.26,0.37,0.37,4.668107858671286,0.2989377143697973,131.84157939137472,0.9125926438368941,0.16200229110219883,0.7799357065806363,0.14056170513887578,lm060_ls020_le020,1,stability,-0.0045690690887522645,-0.437665186132756,improved,0.6502414364588538,-0.283991269482487
rough_seed_5,energy_biased,0.15,0.15,0.7,lm060_ls020_le020,0.48,0.26,0.26,4.591705199461795,0.3035067834585496,130.4284871977752,0.27653976501319666,0.5996674772349548,0.1155057124866261,0.09207297243602183,lm060_ls020_le020,0,energy,0.0,0.0,tied,0.0,0.0
rough_seed_11,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm020_ls080_le000,0.26,0.5900000000000001,0.15,4.488631065649316,0.31924057719573234,125.37643516309728,0.9014652717905363,0.0,0.3074320243543387,0.30451808158399496,lm020_ls080_le000,0,balanced,0.0,0.0,reference,0.0,0.0
rough_seed_11,motion_biased,0.7,0.15,0.15,lm100_ls000_le000,0.7000000000000001,0.15,0.15,4.474104281542436,0.3232691364021935,125.58108606689088,0.0,1.0,0.9867217581158748,0.1529800826371738,lm020_ls080_le000,1,motion,-0.014526784106879909,-0.9014652717905363,improved,0.8396448668807681,-0.48481701255526677
rough_seed_11,stability_biased,0.15,0.7,0.15,lm020_ls080_le000,0.26,0.5900000000000001,0.15,4.488631065649316,0.31924057719573234,125.37643516309728,0.9014652717905363,0.0,0.3074320243543387,0.13703313671279774,lm020_ls080_le000,0,stability,0.0,0.0,tied,0.0,0.0
rough_seed_11,energy_biased,0.15,0.15,0.7,lm000_ls100_le000,0.15,0.7000000000000001,0.15,4.490218916860584,0.3192968942550605,125.28381453523822,1.0,0.013979454301641594,0.0,0.15152096918145247,lm020_ls080_le000,1,energy,-0.09262062785906267,-0.3074320243543387,improved,0.056257091255552664,-0.06718566994475078
rough_seed_4,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm020_ls080_le000,0.26,0.5900000000000001,0.15,4.6256119816452355,0.22224542110427503,121.31433315768827,0.05992258998256064,0.5104998424368907,0.15229336011807562,0.17257566678742198,lm020_ls080_le000,0,balanced,0.0,0.0,reference,0.0,0.0
rough_seed_4,motion_biased,0.7,0.15,0.15,lm020_ls080_le000,0.26,0.5900000000000001,0.15,4.6256119816452355,0.22224542110427503,121.31433315768827,0.05992258998256064,0.5104998424368907,0.15229336011807562,0.07798862429924398,lm020_ls080_le000,0,motion,0.0,0.0,tied,0.0,0.0
rough_seed_4,stability_biased,0.15,0.7,0.15,lm000_ls100_le000,0.15,0.7000000000000001,0.15,4.626589030567893,0.2216246169651689,121.26501560053696,1.0,0.0,0.0,0.1515,lm020_ls080_le000,1,stability,-0.0006208041391061181,-0.5104998424368907,improved,0.3938920249496819,-0.20974171252803267
rough_seed_4,energy_biased,0.15,0.15,0.7,lm020_ls080_le000,0.26,0.5900000000000001,0.15,4.6256119816452355,0.22224542110427503,121.31433315768827,0.05992258998256064,0.5104998424368907,0.15229336011807562,0.10852703925210863,lm020_ls080_le000,0,energy,0.0,0.0,tied,0.0,0.0
rough_seed_25,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm040_ls040_le020,0.37,0.37,0.26,4.597132732413069,0.23194651633673324,114.70347508056658,0.23541435417794485,0.24922905843201265,0.08072459548269413,0.08496091283764638,lm040_ls040_le020,0,balanced,0.0,0.0,reference,0.0,0.0
rough_seed_25,motion_biased,0.7,0.15,0.15,lm080_ls000_le020,0.5900000000000001,0.15,0.26,4.592098209958459,0.23253509981642262,114.76623275150263,0.15418850660114294,0.3771999233653677,0.21967237451968413,0.10990658261383564,lm040_ls040_le020,1,motion,-0.005034522454610446,-0.0812258475768019,improved,0.13345932198517252,-0.05702629627084342
rough_seed_25,stability_biased,0.15,0.7,0.15,lm060_ls000_le040,0.48,0.15,0.37,4.606637583534736,0.23080022333849481,115.02019208573412,0.38876347426017205,0.0,0.7819476299722942,0.11904821115219281,lm040_ls040_le020,1,stability,-0.0011462929982384296,-0.24922905843201265,improved,0.4272860772859136,-0.05763094158373107
rough_seed_25,energy_biased,0.15,0.15,0.7,lm040_ls040_le020,0.37,0.37,0.26,4.597132732413069,0.23194651633673324,114.70347508056658,0.23541435417794485,0.24922905843201265,0.08072459548269413,0.05779925412517968,lm040_ls040_le020,0,energy,0.0,0.0,tied,0.0,0.0
rough_seed_12,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm100_ls000_le000,0.7000000000000001,0.15,0.15,4.4729751418429275,0.3385737561066201,131.24375188337078,0.0,1.0,0.0,0.33666666666666667,lm100_ls000_le000,0,balanced,0.0,0.0,reference,0.0,0.0
rough_seed_12,motion_biased,0.7,0.15,0.15,lm100_ls000_le000,0.7000000000000001,0.15,0.15,4.4729751418429275,0.3385737561066201,131.24375188337078,0.0,1.0,0.0,0.1515,lm100_ls000_le000,0,motion,0.0,0.0,tied,0.0,0.0
rough_seed_12,stability_biased,0.15,0.7,0.15,lm040_ls040_le020,0.37,0.37,0.26,4.4956485087924705,0.3368289057281556,131.77780680787504,1.0,0.0,0.7057123891649092,0.15255856858374736,lm100_ls000_le000,1,stability,-0.001744850378464502,-1.0,improved,0.8528561945824547,-0.5544414314162526
rough_seed_12,energy_biased,0.15,0.15,0.7,lm100_ls000_le000,0.7000000000000001,0.15,0.15,4.4729751418429275,0.3385737561066201,131.24375188337078,0.0,1.0,0.0,0.1515,lm100_ls000_le000,0,energy,0.0,0.0,tied,0.0,0.0
rough_seed_6,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm000_ls080_le020,0.15,0.5900000000000001,0.26,4.667564638024383,0.21618125395642174,119.1435530251152,0.3192582459012179,0.4167936853836839,0.23176923746176506,0.14215729902371685,lm000_ls080_le020,0,balanced,0.0,0.0,reference,0.0,0.0
rough_seed_6,motion_biased,0.7,0.15,0.15,lm020_ls080_le000,0.26,0.5900000000000001,0.15,4.652475719363972,0.2167342061666569,119.12663473347202,0.04525228209790483,0.580727938418896,0.196400729023213,0.08859164973868289,lm000_ls080_le020,1,motion,-0.015088918660411288,-0.27400596380331305,improved,0.06428287229833005,-0.1380967744977463
rough_seed_6,stability_biased,0.15,0.7,0.15,lm000_ls060_le040,0.15,0.48,0.37,4.683476264609026,0.21494977190843914,119.31363418337406,0.6082041058482581,0.05169506397398871,0.5873321399101697,0.09338578569369428,lm000_ls080_le020,1,stability,-0.001231482047982596,-0.3650986214096952,improved,0.3222543811977225,-0.20211389109761468
rough_seed_6,energy_biased,0.15,0.15,0.7,lm040_ls060_le000,0.37,0.48,0.15,4.652788127843298,0.21748725098535912,119.09037493984621,0.05092543790214702,0.803983832094564,0.1205978735173274,0.12272412383380095,lm000_ls080_le020,1,energy,-0.053178085268982045,-0.11117136394443766,improved,0.059428669355904656,-0.04224080494859429
rough_seed_29,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm060_ls040_le000,0.48,0.37,0.15,4.445513227772445,0.3246286253806157,131.75154368176433,0.18435814657591937,0.2515038233390236,0.3487621308609504,0.11886945728956978,lm060_ls040_le000,0,balanced,0.0,0.0,reference,0.0,0.0
rough_seed_29,motion_biased,0.7,0.15,0.15,lm060_ls040_le000,0.48,0.37,0.15,4.445513227772445,0.3246286253806157,131.75154368176433,0.18435814657591937,0.2515038233390236,0.3487621308609504,0.13124160856047495,lm060_ls040_le000,0,motion,0.0,0.0,tied,0.0,0.0
rough_seed_29,stability_biased,0.15,0.7,0.15,lm080_ls020_le000,0.5900000000000001,0.26,0.15,4.450058711621474,0.3237304880241609,131.6838328453945,0.4041205845062981,0.0,0.26669349182036656,0.06162430879043471,lm060_ls040_le000,1,stability,-0.0008981373564548312,-0.2515038233390236,improved,0.06884689944489744,-0.11698857472641025
rough_seed_29,energy_biased,0.15,0.15,0.7,lm080_ls000_le020,0.5900000000000001,0.15,0.26,4.451142137400583,0.32730155642594877,131.4637970363857,0.45650143073558325,1.0,0.0,0.15218475214610336,lm060_ls040_le000,1,energy,-0.2877466453786326,-0.3487621308609504,improved,0.5103197304103201,-0.095043867327461
rough_seed_18,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm000_ls100_le000,0.15,0.7000000000000001,0.15,4.789394365536296,0.1260583716410282,118.129206688321,0.0,1.0,0.0,0.33666666666666667,lm000_ls100_le000,0,balanced,0.0,0.0,reference,0.0,0.0
rough_seed_18,motion_biased,0.7,0.15,0.15,lm000_ls100_le000,0.15,0.7000000000000001,0.15,4.789394365536296,0.1260583716410282,118.129206688321,0.0,1.0,0.0,0.1515,lm000_ls100_le000,0,motion,0.0,0.0,tied,0.0,0.0
rough_seed_18,stability_biased,0.15,0.7,0.15,lm040_ls040_le020,0.37,0.37,0.26,4.8008529627643,0.12595293390731585,118.4896430274661,1.0,0.0,1.0,0.153,lm000_ls100_le000,1,stability,-0.00010543773371235465,-1.0,improved,1.0,-0.5539999999999999
rough_seed_18,energy_biased,0.15,0.15,0.7,lm000_ls100_le000,0.15,0.7000000000000001,0.15,4.789394365536296,0.1260583716410282,118.129206688321,0.0,1.0,0.0,0.1515,lm000_ls100_le000,0,energy,0.0,0.0,tied,0.0,0.0
rough_seed_10,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm060_ls020_le020,0.48,0.26,0.26,4.60080706113485,0.19676610497087565,119.65013952061307,0.2699838950367083,0.29818270396665325,0.13071134471946888,0.10172382780129385,lm060_ls020_le020,0,balanced,0.0,0.0,reference,0.0,0.0
rough_seed_10,motion_biased,0.7,0.15,0.15,lm080_ls020_le000,0.5900000000000001,0.26,0.15,4.576239499881036,0.19901623297028015,119.52297722918112,0.0573071874318159,0.4400242770046777,0.0,0.06706482827823138,lm060_ls020_le020,1,motion,-0.02456756125381343,-0.21267670760489238,improved,0.005565114159277795,-0.12445712658575056
rough_seed_10,stability_biased,0.15,0.7,0.15,lm040_ls000_le060,0.37,0.15,0.48,4.623341797005076,0.19503433081278268,120.06042649969177,0.46506281972573055,0.1890166606146675,0.5524492841066975,0.13516104721031855,lm060_ls020_le020,1,stability,-0.0017317741580929746,-0.10916604335198576,improved,0.3084084320381254,-0.07625516735373955
rough_seed_10,energy_biased,0.15,0.15,0.7,lm080_ls020_le000,0.5900000000000001,0.26,0.15,4.576239499881036,0.19901623297028015,119.52297722918112,0.0573071874318159,0.4400242770046777,0.0,0.0667496387473564,lm060_ls020_le020,1,energy,-0.12716229143194369,-0.13071134471946888,improved,-0.035417567283433954,-0.026515531867813136
rough_seed_8,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm080_ls020_le000,0.5900000000000001,0.26,0.15,4.444756142384128,0.33030354465182266,129.48644624186608,0.0,0.0,1.0,0.33666666666666667,lm080_ls020_le000,0,balanced,0.0,0.0,reference,0.0,0.0
rough_seed_8,motion_biased,0.7,0.15,0.15,lm080_ls020_le000,0.5900000000000001,0.26,0.15,4.444756142384128,0.33030354465182266,129.48644624186608,0.0,0.0,1.0,0.1515,lm080_ls020_le000,0,motion,0.0,0.0,tied,0.0,0.0
rough_seed_8,stability_biased,0.15,0.7,0.15,lm080_ls020_le000,0.5900000000000001,0.26,0.15,4.444756142384128,0.33030354465182266,129.48644624186608,0.0,0.0,1.0,0.1515,lm080_ls020_le000,0,stability,0.0,0.0,tied,0.0,0.0
rough_seed_8,energy_biased,0.15,0.15,0.7,lm040_ls060_le000,0.37,0.48,0.15,4.456594925914559,0.3342342386703735,129.06596190712793,1.0,0.6937804920446508,0.0,0.15254067073806696,lm080_ls020_le000,1,energy,-0.4204843347381484,-1.0,improved,0.8468902460223253,-0.554459329261933
rough_seed_22,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm040_ls040_le020,0.37,0.37,0.26,4.479937564591411,0.29399359329797875,128.9740738343802,0.5156647562688486,0.46192818553526344,0.576034244279939,0.1971901720469265,lm040_ls040_le020,0,balanced,0.0,0.0,reference,0.0,0.0
rough_seed_22,motion_biased,0.7,0.15,0.15,lm080_ls020_le000,0.5900000000000001,0.26,0.15,4.456668388036517,0.2963974944787562,129.2842094569742,0.010989150229293988,0.989985602786431,0.9946846043621045,0.15225662001664353,lm040_ls040_le020,1,motion,-0.023269176554893356,-0.5046756060395545,improved,0.47335388866666656,-0.21387530631015517
rough_seed_22,stability_biased,0.15,0.7,0.15,lm040_ls020_le040,0.37,0.26,0.37,4.502268904095968,0.2918907353996407,128.5473484424561,1.0,0.0,0.0,0.1515,lm040_ls040_le020,1,stability,-0.0021028578983380286,-0.46192818553526344,improved,-0.04584950027439377,-0.17672077567425445
rough_seed_22,energy_biased,0.15,0.15,0.7,lm040_ls020_le040,0.37,0.26,0.37,4.502268904095968,0.2918907353996407,128.5473484424561,1.0,0.0,0.0,0.1515,lm040_ls040_le020,1,energy,-0.4267253919240943,-0.576034244279939,improved,0.011203529097944004,-0.25722260011862297
rough_seed_20,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm000_ls060_le040,0.15,0.48,0.37,4.689046959565302,0.22455241439048165,124.31669622533967,0.39963959406864585,0.537592040522202,0.5646393580490444,0.19321935599181445,lm000_ls060_le040,0,balanced,0.0,0.0,reference,0.0,0.0
rough_seed_20,motion_biased,0.7,0.15,0.15,lm080_ls000_le020,0.5900000000000001,0.15,0.26,4.653643761720578,0.2256445447741865,124.09587526982506,0.1489577839519375,0.686369506354017,0.39891645239527207,0.10694108219214375,lm000_ls060_le040,1,motion,-0.03540319784472423,-0.2506818101167083,improved,-0.008472719910978699,-0.17725745791224573
rough_seed_20,stability_biased,0.15,0.7,0.15,lm000_ls040_le060,0.15,0.37,0.48,4.712808678229512,0.22104403699526398,124.43102241725964,0.5678907975998506,0.05965689117544133,0.6504394972303772,0.09981101826503001,lm000_ls060_le040,1,stability,-0.003508377395217671,-0.4779351493467607,improved,0.12702567135626877,-0.28171297281234325
rough_seed_20,energy_biased,0.15,0.15,0.7,lm060_ls020_le020,0.48,0.26,0.26,4.653064797098879,0.22594165068589384,123.5643306903904,0.14485827011712582,0.7268433044343523,0.0,0.11033404802698005,lm000_ls060_le040,1,energy,-0.7523655349492628,-0.5646393580490444,improved,-0.032765030019684865,-0.2902718255655806
rough_seed_28,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm000_ls100_le000,0.15,0.7000000000000001,0.15,4.690127526392075,0.25342085372924245,119.48860342430275,0.23588681885320262,0.0,0.10329968551997849,0.07975956129897814,lm000_ls100_le000,0,balanced,0.0,0.0,reference,0.0,0.0
rough_seed_28,motion_biased,0.7,0.15,0.15,lm060_ls040_le000,0.48,0.37,0.15,4.683597651869422,0.25357164773810215,119.64963779012226,0.017290715137091857,0.5671160513923715,0.7282364576305951,0.11129953241408336,lm000_ls100_le000,1,motion,-0.0065298745226529675,-0.21859610371611077,improved,0.5960264117514941,-0.05562739804341085
rough_seed_28,stability_biased,0.15,0.7,0.15,lm000_ls100_le000,0.15,0.7000000000000001,0.15,4.690127526392075,0.25342085372924245,119.48860342430275,0.23588681885320262,0.0,0.10329968551997849,0.03589180258454017,lm000_ls100_le000,0,stability,0.0,0.0,tied,0.0,0.0
rough_seed_28,energy_biased,0.15,0.15,0.7,lm000_ls100_le000,0.15,0.7000000000000001,0.15,4.690127526392075,0.25342085372924245,119.48860342430275,0.23588681885320262,0.0,0.10329968551997849,0.0733867078909046,lm000_ls100_le000,0,energy,0.0,0.0,tied,0.0,0.0
rough_seed_17,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm100_ls000_le000,0.7000000000000001,0.15,0.15,4.536187928264587,0.20992110271816597,118.9337447041707,0.0005123518609877983,0.09464123981968448,0.26922910332438293,0.09095764342481116,lm100_ls000_le000,0,balanced,0.0,0.0,reference,0.0,0.0
rough_seed_17,motion_biased,0.7,0.15,0.15,lm100_ls000_le000,0.7000000000000001,0.15,0.15,4.536187928264587,0.20992110271816597,118.9337447041707,0.0005123518609877983,0.09464123981968448,0.26922910332438293,0.040933757476400455,lm100_ls000_le000,0,motion,0.0,0.0,tied,0.0,0.0
rough_seed_17,stability_biased,0.15,0.7,0.15,lm100_ls000_le000,0.7000000000000001,0.15,0.15,4.536187928264587,0.20992110271816597,118.9337447041707,0.0005123518609877983,0.09464123981968448,0.26922910332438293,0.06731596873529497,lm100_ls000_le000,0,stability,0.0,0.0,tied,0.0,0.0
rough_seed_17,energy_biased,0.15,0.15,0.7,lm020_ls060_le020,0.26,0.48,0.26,4.556320749871404,0.2114624016022477,118.82968781248044,0.5851599826906911,1.0,0.0,0.15237773997403603,lm100_ls000_le000,1,energy,-0.10405689169026289,-0.26922910332438293,improved,0.7450031955050094,-0.038109966463823725
