update,beta,k0,k1,dCtr_k,dCtr_k_plus_25,abs_difference,same_sign,dVxRef_k,dVxRef_k_plus_25,dYawRef_k,dYawRef_k_plus_25,dHRef_k,dHRef_k_plus_25
10,energy,7,32,0.030531206794506965,0.028858666784818743,0.0016725400096882226,1,-0.0051665723323821855,-0.005826228484511392,0.009538453817367554,0.011750217992812397,-0.0011906573921442454,-0.0015857998514547944
10,energy,8,33,-0.0016408180398583081,-7.848772094978806e-05,0.00156233031890852,1,-0.00522517748177051,-0.005862246826291079,0.009723914414644243,0.01179773728363216,-0.0012205448001623154,-0.0015980117255821602
10,energy,9,34,0.001771153049616178,-0.0006429998912721733,0.0024141529408883513,0,-0.00524749532341956,-0.005886122211813921,0.009814655780792237,0.01183454766869545,-0.0012333078682422727,-0.0015723740076645787
10,energy,10,35,0.0,0.0,0.0,0,-0.005262621492147429,-0.005927919968962664,0.009908350557088852,0.011894584307447076,-0.0012466301769018528,-0.001512527959421306
10,energy,11,36,-0.13539977373112622,-0.047489159647284285,0.08791061408384193,1,-0.005297149345278723,-0.005969761684536945,0.010032850876450538,0.01196023039519787,-0.001266888007521616,-0.0014495843555778487
10,energy,12,37,6.910348474554388e-05,-0.0005897778453005106,0.0006588813300460544,0,-0.005337427556514757,-0.0060242777690291405,0.010160570777952672,0.011994165740907193,-0.0012881827354430664,-0.001362348366528765
10,energy,13,38,0.01912683365058942,-0.013480460618125543,0.03260729426871496,0,-0.0053720623254776,-0.006099749170243751,0.010288645327091218,0.012064291909337044,-0.0013129654526710666,-0.0012500606849789597
10,energy,14,39,-0.0007807076893568549,-0.020319077457883528,0.019538369768526673,1,-0.0053892008960247095,-0.006191875040531175,0.010368981398642063,0.01219978053122759,-0.0013236889243125605,-0.001222333293408151
10,energy,15,40,0.0013639783582597709,-0.13994848998377135,0.14131246834203112,0,-0.005408664420247067,-0.006340196449309582,0.010477317264303565,0.01239738091826439,-0.001339179798960699,-0.001151163894683116
20,stability,0,25,0.1750464535831524,-0.004320686443373634,0.17936714002652604,0,-0.0005425915122032055,-4.9334019422420106e-06,-0.00902349390089512,-0.007396073639392854,0.001129972636699672,0.0010231330990791432
20,stability,1,26,0.1687291163398612,0.0,0.1687291163398612,0,-0.0005864188075065668,5.232626572251875e-05,-0.009027310460805894,-0.007255119830369951,0.0011294040083885681,0.0009951927512883985
20,stability,2,27,0.06670772069144448,-0.0021453304576349395,0.06885305114907943,0,-0.000579436495900143,9.24400519579649e-05,-0.00891460981220007,-0.007149615883827211,0.001140308082103747,0.0009724002331495396
20,stability,3,28,0.0003816792709821358,0.0,0.0003816792709821358,0,-0.0005769349634647258,0.00013090898282827612,-0.008878610655665399,-0.007109770923852919,0.0011662298440933139,0.0009464858472347237
20,stability,4,29,-0.0022921625987901047,-0.002098144185434761,0.00019401841335534367,1,-0.0005620826035737936,0.0001645583193749245,-0.008833334408700466,-0.00703241378068924,0.0011671990156173484,0.0009209306538104922
20,stability,5,30,-0.00040451971328186315,8.773694385395055e-06,0.0004132934076672582,0,-0.0005507865920662824,0.0002265121554955729,-0.008786340337246658,-0.006915650516748428,0.0011645226180553858,0.0008893045037984826
20,stability,6,31,-0.00036675823119132304,-0.0005334346831154706,0.00016667645192414756,1,-0.0005434403195977155,0.00027051813085562926,-0.008740132488310338,-0.00681915655732155,0.0011709800362587064,0.0008595938980579532
20,stability,7,32,0.0056864796289440855,-0.0015496425765488264,0.007236122205492912,0,-0.0005401613190769983,0.00032419884810225286,-0.008718112483620644,-0.00673758164048195,0.00117583706974983,0.0008268653601407605
20,stability,8,33,-0.003657094687995235,0.0005083689172120133,0.004165463605207248,0,-0.0005158452317118589,0.00039496794342994135,-0.00861717927036807,-0.00660521537065506,0.0011848604679107755,0.0007867187261581532
20,stability,9,34,0.0009671998903207041,-0.000548516874249819,0.001515716764570523,0,-0.000501839630305756,0.00044066482223570347,-0.008587216050364077,-0.0065150544047355655,0.0011870791018009363,0.0007497527450323616
20,stability,10,35,0.0,0.0,0.0,0,-0.0004813995212316624,0.0004948975751176699,-0.00853922488167882,-0.0064505249261856065,0.0011836351454257987,0.0007101126015186532
20,stability,11,36,-0.0024674546245246065,-0.0018976801723622205,0.000569774452162386,1,-0.00046869684010741874,0.0005553564056754168,-0.008506448287516833,-0.006374502182006837,0.001186677664518354,0.0006679898500442372
20,stability,12,37,-0.00018238970378005944,-0.0005153576909238484,0.000332967987143789,1,-0.00043597407639026087,0.0006357963895425311,-0.008432016149163248,-0.006276373565196993,0.0011814652383327906,0.0006140137463808149
20,stability,13,38,-0.023115800328483753,-0.008774500192753693,0.01434130013573006,1,-0.00040416847914456766,0.000728858122602094,-0.008293201960623265,-0.006137226521968842,0.0011822542548179382,0.0005479015409946553
20,stability,14,39,-0.0051059899225539,-0.03460885979873202,0.029502869876178117,1,-0.00038863290101290304,0.0007931597298011239,-0.008309157937765122,-0.006122767925262451,0.0011765000224113198,0.0004938809573650782
20,energy,0,25,-0.30271683239520053,-0.0007703047748591763,0.30194652762034135,1,-0.0016829563304781858,-0.001848053745925421,0.010786373168230057,0.009166035801172256,-0.0006658847630024445,-0.000503709018230436
20,energy,1,26,-0.018664169535925534,8.819611707627132e-12,0.018664169544745146,0,-0.0016659300774335972,-0.0019067036919295788,0.010787018761038781,0.009053889731876551,-0.0006429518759250574,-0.0004938402771950123
20,energy,2,27,-0.12679110565668572,0.0021275115179760634,0.1289186171746618,0,-0.0016539938747882899,-0.0019495334010571075,0.010767929442226886,0.008968083048239352,-0.0006320889294147425,-0.0004832589626312389
20,energy,3,28,-9.817341964036801e-05,0.0,9.817341964036801e-05,0,-0.0016187997534871101,-0.0020062951836734844,0.010652804747223854,0.008929257793352009,-0.0006330218911170804,-0.0004550944268703616
20,energy,4,29,-7.40322674951735e-05,-0.0015155746750647875,0.001441542407569614,1,-0.0016196826472878456,-0.002049673022702342,0.010595993138849737,0.008859191462397576,-0.0006160672008991286,-0.00043431088328360623
20,energy,5,30,-0.0015421837770703342,0.0007180184956894082,0.0022602022727597425,0,-0.0016188446432351955,-0.002127469633705914,0.010551690775901078,0.008788290992379188,-0.0006068846583366372,-0.00041980281472203673
20,energy,6,31,-0.0021832143901562625,-0.00023778094703802563,0.0019454334431182369,1,-0.001606782712042315,-0.0021854200807865654,0.010493930988013746,0.008686608821153642,-0.0006002810597419694,-0.00039684712886806084
20,energy,7,32,0.0010260984734248302,-0.1312968402219965,0.13232293869542133,0,-0.0016000397503375952,-0.0022506594890728537,0.010464547947049142,0.008651220798492433,-0.0005933797359466975,-0.0003774990141391932
20,energy,8,33,-0.0005678879293231926,-0.005308240323384393,0.0047403523940612,1,-0.0015807978808879686,-0.002345910808071505,0.010374573443550616,0.008572103083133699,-0.0005967378616332786,-0.0003542666137218431
20,energy,9,34,0.0004245779877034891,0.004535943039176903,0.004111365051473414,1,-0.0015828277915716227,-0.002420622855424881,0.010316172777675093,0.008483562618494034,-0.000589533895254124,-0.0003236673027276482
20,energy,10,35,0.0,0.0,0.0,0,-0.0015856523998081795,-0.002504762774333341,0.010248977970331908,0.00845903530716896,-0.0005787809193134041,-0.00029057689011097176
20,energy,11,36,-0.03910774400206135,-0.003793668318684079,0.03531407568337727,1,-0.0015774761326610987,-0.0025908791460096947,0.010210134368389846,0.008424242958426476,-0.0005768886208534219,-0.00026131197810175255
20,energy,12,37,0.0011101816199056258,-5.081605853656684e-05,0.0011609976784421926,0,-0.0015872512944042627,-0.0027306159958243315,0.010141527280211449,0.008365686237812042,-0.0005736136436462203,-0.00021375462412837054
20,energy,13,38,0.020630382511922743,0.0009138124332174653,0.019716570078705278,1,-0.0015647262334823608,-0.002879286371171491,0.010000777058303358,0.008269555866718292,-0.0005877716839313707,-0.00016180492937561963
20,energy,14,39,0.007092735302503553,-0.0023607469616687693,0.009453482264172322,0,-0.0015855320729315225,-0.003047932405024767,0.0100075401365757,0.008254853636026384,-0.0005718867480755119,-8.590981364248185e-05
30,stability,0,25,0.19803459864765394,-0.007998112154036341,0.20603271080169028,0,-0.004281179606914515,-0.003308903053402895,-0.008845832198858261,-0.0057328309863805774,0.0020146308839321114,0.0014614006876945695
30,stability,1,26,0.25246659626360324,2.8431546006417944e-09,0.25246659342044864,1,-0.00431383103132249,-0.003161635994911177,-0.008836384117603301,-0.005475181341171264,0.0019954003393650166,0.0014133940637111597
30,stability,2,27,0.20544613800510617,0.002772837174964414,0.20267330083014176,1,-0.004339059442281745,-0.00306103639304639,-0.008760192897170782,-0.005299084633588792,0.0019849517941474826,0.0013759379088879031
30,stability,3,28,0.00010887398509852409,0.0,0.00010887398509852409,0,-0.004393768310546886,-0.0029481161385774557,-0.00869162566959858,-0.005149767547845841,0.002010926306247718,0.0013223907351493924
30,stability,4,29,-0.012730938900098708,-0.009341969574433742,0.003388969325664966,1,-0.004380930960178359,-0.0028458714485168624,-0.008591525442898273,-0.004979991912841798,0.001986211538314797,0.0012732231616973677
30,stability,5,30,-0.0022044620329938897,-0.0002240548678085255,0.001980407165185364,1,-0.004364744573831569,-0.002682889252901083,-0.00849052513949573,-0.004763536900281907,0.0019705988466739432,0.0012237511575222126
30,stability,6,31,0.0005832909846756936,-0.0013528374801773102,0.0019361284648530038,0,-0.004358631372451766,-0.002537370473146422,-0.008388168644160032,-0.004542845487594604,0.0019598092138767287,0.001165341138839704
30,stability,7,32,0.0174410168869,-0.01307085601028557,0.03051187289718557,0,-0.0043608658015728,-0.0023987798020243534,-0.008339832443743945,-0.004369968175888063,0.0019511465728282995,0.0011097635328769506
30,stability,8,33,-0.00046871409520419377,-0.0016084418732805854,0.0011397277780763916,1,-0.004348230361938488,-0.002220000978559261,-0.00817610938102007,-0.004157994687557221,0.0019421187043189847,0.0010472171008586995
30,stability,9,34,-0.0015108122714902602,-0.001119222187070475,0.0003915900844197852,1,-0.004328588396310784,-0.002081405464559788,-0.00808405000716448,-0.00399382561445236,0.0019275940954685544,0.0009904628992080666
30,stability,10,35,0.0,0.0,0.0,0,-0.004300574958324449,-0.0019279484986327589,-0.007996867597103118,-0.0038538292050361647,0.0019056996703147866,0.0009227411448955447
30,stability,11,36,0.020950033336156887,0.03636051020122573,0.015410476865068842,1,-0.004290302842855448,-0.0017712575616314896,-0.00790480151772499,-0.0037254542112350464,0.0018908853828906724,0.0008515664935112022
30,stability,12,37,-0.0014296985980812211,-0.0005589946568067381,0.0008707039412744831,1,-0.0042396970093250275,-0.0015934905502945074,-0.007782771065831185,-0.0036457270383834853,0.0018707947432994865,0.0007793654501437874
30,energy,0,25,-0.46194446371194386,-0.014038869097585116,0.44790559461435875,1,-0.0014871567487716453,-0.0006868921220302693,0.007913683354854583,0.005434042972046882,-0.0009421607851982094,-0.000508203953504538
30,energy,1,26,-0.01115748341324374,0.0,0.01115748341324374,0,-0.0014538556337356512,-0.00077036172151565,0.007890201359987258,0.005176663678139449,-0.0009456977248191722,-0.00045560494065288726
30,energy,2,27,0.020955507408412982,-0.00010438911940072442,0.021059896527813707,0,-0.0013429015874862893,-0.0008479785174131393,0.00791662633419037,0.004977289214730262,-0.0009620717167854176,-0.0004070998728274988
30,energy,3,28,0.0,0.0,0.0,0,-0.0011569067835807967,-0.0009812574833631404,0.007952239364385607,0.004794935882091522,-0.0010026714205741971,-0.0003352542221546351
30,energy,4,29,-0.004248348839119988,0.04490217891574538,0.04915052775486537,0,-0.0010776445269584656,-0.0010716382414102665,0.007976873219013214,0.004619368910789489,-0.0010011014342308222,-0.00027334928512573464
30,energy,5,30,0.005794640075832802,0.0003733740339702501,0.005421266041862552,1,-0.0010135486721992715,-0.0011875733733177074,0.00797139108181,0.004445125535130501,-0.0009989234805107272,-0.00022186338901519775
30,energy,6,31,-0.0008713592324968468,-0.0005531675981219225,0.00031819163437492434,1,-0.0009505555033683666,-0.001279346272349352,0.007941554486751557,0.00428018793463707,-0.000992115139961225,-0.00016546323895455517
30,energy,7,32,0.014574599696321744,0.020524071157441814,0.0059494714611200705,1,-0.0009059861302375682,-0.001390766911208624,0.007923351228237153,0.0041563533246517185,-0.000981821715831721,-0.0001008680462837308
30,energy,8,33,0.00497931969621291,-0.004428363028486922,0.009407682724699832,0,-0.0007334575057029724,-0.0014930611476302313,0.007932425662875177,0.0040638625621795665,-0.0010074368119240007,-4.1315406560882284e-05
30,energy,9,34,-0.0003407916141720535,0.009502718530769855,0.009843510144941909,0,-0.0006814643740653825,-0.0015984854660928138,0.007896932959556579,0.003980359435081482,-0.000995678007602696,2.1079480648000803e-05
30,energy,10,35,0.0,0.0,0.0,0,-0.000649030506610887,-0.0016935032326728106,0.007824043557047845,0.003998199105262756,-0.0009737151861190507,8.878871798517762e-05
30,energy,11,36,-0.04003173084794878,0.042510352516008584,0.08254208336395737,0,-0.0005808547139167786,-0.0017508246004581396,0.007775763049721719,0.004081203043460848,-0.0009639742970466991,0.00014539182186124044
30,energy,12,37,0.00021660859028218736,0.00020306687504831485,1.3541715233872506e-05,1,-0.0005330160260200723,-0.001853904640302051,0.007702321931719781,0.004247038066387175,-0.0009536039829253773,0.0002186657488346122
40,stability,0,25,-0.07224896623863142,0.04545732754344339,0.11770629378207481,0,-0.005212178826332098,-0.0040138050913810785,-0.0029885157942771906,-0.0005277201533317559,0.0014444292336702191,0.001657828688621521
40,stability,1,26,0.29516315702787477,2.4930280062576633e-09,0.29516315453484676,1,-0.0052870288491249084,-0.0038366764783859253,-0.002938058227300644,-0.0003874659538269029,0.0014722441881894754,0.0016653914004564618
40,stability,2,27,0.2596385273344945,0.000795244443423891,0.2588432828910706,1,-0.005253666639327997,-0.0036719322204589733,-0.0029513798654079437,-0.0002788230776786804,0.0014706619083881822,0.0016730111092329025
40,stability,3,28,0.0003204128479051069,0.0,0.0003204128479051069,0,-0.005326364934444411,-0.0034647598862648232,-0.0027725912630558024,-0.00021331161260604997,0.0015314669162034833,0.0016755288094282283
40,stability,4,29,-0.01439764751733081,0.022561601866856795,0.036959249384187605,0,-0.005265589058399217,-0.0032390080392360743,-0.0027458652853965763,-0.00011333376169204643,0.0015178696811199432,0.0016835803538560734
40,stability,5,30,-0.00407134076318616,6.8148327581101295e-06,0.00407815559594427,0,-0.005268116295337688,-0.0030369468033313585,-0.002626449614763259,-1.0235607624056037e-05,0.0015298258513212204,0.0016903401911258498
40,stability,6,31,0.00010839708067606965,-0.0003795258874712431,0.00048792296814731276,0,-0.005268347263336165,-0.0028006337583064977,-0.0025299318134784695,8.950084447860787e-05,0.0015408343076706021,0.001700156182050716
40,stability,7,32,0.018559460496251318,-0.018578918663274102,0.03713837915952542,0,-0.0052644237875938416,-0.0025198481976985987,-0.0024710364639759057,0.00016272366046905448,0.001550290212035177,0.001707414910197269
40,stability,8,33,-0.0012699549906427833,-0.0018164176791578626,0.0005464626885150793,1,-0.005259625613689423,-0.0022223025560379195,-0.0023152470588684096,0.0002708077430725077,0.001572648212313621,0.0017208590358495646
40,stability,9,34,-0.0009503484593012287,-0.00074605943900559,0.00020428902029563873,1,-0.0052496910095214955,-0.001984264701604843,-0.00221986323595047,0.00036909878253936837,0.0015811018645763841,0.0017400770634412588
40,stability,10,35,0.0,0.0,0.0,0,-0.005223648250102991,-0.0016890995204448533,-0.0021379381418228146,0.0004571661353111253,0.0015834593027830302,0.0017654612660408242
40,stability,11,36,0.12172585952504722,-0.006252063778785566,0.12797792330383279,0,-0.005196970701217635,-0.001363398134708399,-0.0020477958023548126,0.0005521103739738464,0.0015907774865627222,0.0018001842498779341
40,stability,12,37,-0.0014193404691022378,-6.860771863728622e-05,0.0013507327504649516,1,-0.00517746657133103,-0.0011280305683612768,-0.001928478479385376,0.0007055580615997308,0.0016005753725766847,0.0018633730709552987
40,energy,0,25,-0.11286360600927203,0.011267771566669804,0.12413137757594184,0,-0.00176142156124115,-0.004637350142002117,0.0026433095335960393,0.003439886868000031,8.484765887262213e-05,-0.0009006612002849246
40,energy,1,26,0.024094669847690042,0.0,0.024094669847690042,0,-0.0018411949276924133,-0.00486702099442482,0.0027700418606400497,0.003320059180259705,6.308689713480087e-05,-0.000934456586837773
40,energy,2,27,0.003464645370219649,0.001220893277294517,0.002243752092925132,1,-0.0018550187349319347,-0.005088808387517935,0.0030214529484510425,0.0032196566462516785,5.8954954147427685e-06,-0.0009563563764095617
40,energy,3,28,0.0,0.0,0.0,0,-0.0018542364239692577,-0.005403024703264259,0.0033663451671600343,0.0031993210315704353,-8.730232715603581e-05,-0.0009601534903049269
40,energy,4,29,-0.003542923570732666,-0.040228067525274205,0.03668514395454154,1,-0.0018935725092887878,-0.005670509487390507,0.0035906717181205753,0.003153455257415772,-0.00013198032975197949,-0.0009739324450492859
40,energy,5,30,-0.00132163403715483,-3.058570088311815e-05,0.0012910483362717118,1,-0.0019500523805618397,-0.005891626328229899,0.003739943727850915,0.0031013265252113342,-0.00016257852315904042,-0.0009823541343212394
40,energy,6,31,-8.264285478340808e-05,0.00015760179090848914,0.00024024464569189722,0,-0.0020121380686759782,-0.00613215789198876,0.003837770223617554,0.0030735537409782403,-0.00019365504384039056,-0.00098486468195913
40,energy,7,32,-0.01016919332872207,0.01436372749510001,0.02453292082382208,0,-0.002088756859302515,-0.0063948482275009155,0.0038929399102926258,0.003099998831748961,-0.00021920889616011685,-0.0009863792359828816
40,energy,8,33,-0.0012275817440863812,-0.0035706930470811964,0.002343111302994815,1,-0.002115212380886078,-0.006623506918549543,0.004089375212788581,0.003114469349384308,-0.00029937431216242594,-0.000981519073247894
40,energy,9,34,-0.0007412104156125999,0.0006578227143599286,0.0013990331299725284,0,-0.0021817386150360107,-0.006794723123312002,0.004170893132686615,0.0031582266092300415,-0.0003336904942989327,-0.0009574820101261317
40,energy,10,35,0.0,0.0,0.0,0,-0.002269966900348669,-0.006980033963918664,0.0042039349675178535,0.0032793030142784126,-0.0003617589175700653,-0.0009176431596279455
40,energy,11,36,-0.03147033048199438,-0.035806289153351906,0.004335958671357526,1,-0.0023670405149459617,-0.0071553088724613245,0.0042548000812530525,0.0034619778394699083,-0.0004040198028087971,-0.0008579179644584434
40,energy,12,37,-0.001070712779338685,3.855719631124812e-05,0.0011092699756499332,0,-0.0024324491620063837,-0.007283597625792032,0.004294495284557344,0.003645963966846466,-0.000443539917469038,-0.0007530529797077357
