representation,held_context,context_dim,model_input_dim,train_samples,ensemble_size,final_standardized_mse_mean,train_mae_log_regret_motion,train_mae_log_regret_stability,train_mae_log_regret_energy,held_mae_regret_motion,held_mae_regret_stability,held_mae_regret_energy,rho_regret_motion,rho_regret_stability,rho_regret_energy,rho_Q,oracle_beta,selected_beta,baseline_beta,true_rank,exact,top3,top5,Q_excess,baseline_Q_excess,beats_baseline
semantic_only,rough_seed_20,74,77,672,3,0.028657415881752968,0.04155884794640211,0.06264988967628836,0.07434944890183043,1.1703854926667705,1.34384184271128,0.5412789729702581,0.9727272727272727,-0.4584415584415585,-0.022077922077922082,0.10909090909090909,lm000_ls060_le040,lm020_ls060_le020,lm080_ls020_le000,8,0,0,0,0.08411437797422855,0.14667944598463062,1
semantic_only,rough_seed_28,74,77,672,3,0.027912116919954617,0.04142645838628153,0.05754259110079011,0.07139051400754014,0.6941475374539066,3.0517486443802815,2.510077452886192,0.9350649350649349,-0.638961038961039,-0.9051948051948051,-0.9207792207792208,lm000_ls100_le000,lm000_ls020_le080,lm080_ls020_le000,20,0,0,0,3.2240571876694344,0.2066409730589126,0
semantic_only,rough_seed_17,74,77,672,3,0.028564200426141422,0.042405736857407714,0.06115089488720424,0.0739431988887987,0.8684596621668457,0.6557523312984161,0.5179404961840778,-0.251948051948052,0.2350649350649351,0.6753246753246753,0.5571428571428572,lm100_ls000_le000,lm000_ls060_le040,lm080_ls020_le000,15,0,0,0,0.32235901837288294,0.19233300719603325,0
semantic_plus_probe,rough_seed_13,81,84,672,3,0.02888995346923669,0.0430209107849387,0.061192538323420684,0.07491966003885911,2.7441827787197663,11.332471584649667,0.5459047583604524,0.9571428571428571,-0.32727272727272727,0.21428571428571425,-0.33896103896103896,lm080_ls020_le000,lm000_ls080_le020,lm080_ls020_le000,20,0,0,0,0.1761300907969755,0.0,0
semantic_plus_probe,rough_seed_7,81,84,672,3,0.030172015850742657,0.04433070149898314,0.06301480894205054,0.0765173072428194,0.26765622670392053,0.5772741042297257,0.6106603615964645,0.5987012987012986,-0.0987012987012987,0.2506493506493506,-0.1935064935064935,lm000_ls060_le040,lm080_ls000_le020,lm080_ls020_le000,19,0,0,0,0.13445549865618578,0.11426225020779207,0
semantic_plus_probe,rough_seed_15,81,84,672,3,0.028809218977888424,0.04216081385822269,0.06021800235874113,0.07725154622400587,0.3414797200248029,0.36185855546171347,0.21740003782805414,0.503896103896104,-0.031168831168831172,0.348051948051948,0.32597402597402597,lm060_ls040_le000,lm060_ls040_le000,lm080_ls020_le000,1,1,1,1,0.0,0.0068616204234064615,1
semantic_plus_probe,rough_seed_0,81,84,672,3,0.027951965108513832,0.04118189333617071,0.05952700544024729,0.0745101346325425,0.2300734814743119,0.4238532942140579,0.5109676526632378,0.7662337662337663,0.6883116883116883,0.174025974025974,0.22987012987012984,lm100_ls000_le000,lm000_ls060_le040,lm080_ls020_le000,3,0,1,1,0.026947920889475147,0.1191408580715218,1
semantic_plus_probe,rough_seed_5,81,84,672,3,0.029337992270787556,0.04169704951155412,0.06097366444849407,0.07779433099894414,0.1887972828367656,0.5758747152757543,0.4932956228437965,0.8727272727272727,0.7792207792207791,0.08831168831168833,-0.07012987012987014,lm060_ls020_le020,lm000_ls040_le060,lm080_ls020_le000,15,0,0,0,0.13504226187794194,0.04604145419202896,0
semantic_plus_probe,rough_seed_11,81,84,672,3,0.028528742492198944,0.04045811857999411,0.06044559208625514,0.07297664658526665,1.3647095877606343,0.2960591435496357,2.7221476832211198,0.9233766233766234,0.4831168831168831,0.32597402597402597,0.7324675324675325,lm020_ls080_le000,lm000_ls080_le020,lm080_ls020_le000,10,0,0,0,0.749905260502671,0.03577286759580989,0
semantic_plus_probe,rough_seed_4,81,84,672,3,0.03014390356838703,0.03464720108392022,0.06260439220429867,0.07761733999217246,45.86572271598594,0.3527859630128337,0.7515374828296488,0.9636363636363635,0.9155844155844156,0.9272727272727272,0.8753246753246753,lm020_ls080_le000,lm000_ls100_le000,lm080_ls020_le000,3,0,1,1,0.1640909998792447,0.167424333212578,1
semantic_plus_probe,rough_seed_25,81,84,672,3,0.028663461407025654,0.042336149557883174,0.06170186481032621,0.07557691727254545,2.6588215631779626,0.44415519126298864,1.1397178520947107,0.9922077922077923,0.8116883116883117,0.17272727272727273,0.5337662337662338,lm040_ls040_le020,lm100_ls000_le000,lm080_ls020_le000,4,0,0,1,0.17697867292882175,0.2333729512036904,1
semantic_plus_probe,rough_seed_12,81,84,672,3,0.028658656403422356,0.04007121427962268,0.060755007907268656,0.07645890172000676,1.3162124078523751,0.7119055369075419,0.7511571829019791,-0.7285714285714285,-0.287012987012987,-0.059740259740259746,-0.17922077922077922,lm100_ls000_le000,lm020_ls000_le080,lm080_ls020_le000,19,0,0,0,0.6439560850891476,0.27336439191352324,0
semantic_plus_probe,rough_seed_6,81,84,672,3,0.0279783196747303,0.041046000600887686,0.05911674034877103,0.07261231441371041,3.46092651549039,2.0302891527921254,0.46815213401512584,0.9324675324675323,-0.20909090909090908,0.7792207792207791,0.7337662337662337,lm000_ls080_le020,lm000_ls100_le000,lm080_ls020_le000,4,0,0,1,0.07496055129465143,0.19646303752110775,1
semantic_plus_probe,rough_seed_29,81,84,672,3,0.027734447891513508,0.04011320897229209,0.05915994211870649,0.074694738371767,0.7032573247958969,1.013306724188435,1.118213188307215,0.9155844155844156,-0.7753246753246753,0.06753246753246753,0.07792207792207792,lm060_ls040_le000,lm060_ls000_le040,lm080_ls020_le000,17,0,0,0,0.8607055246525701,0.01807345113361848,0
semantic_plus_probe,rough_seed_18,81,84,672,3,0.03448393940925598,0.03941710682914331,0.05546832488523085,0.07514638754755297,3.925905434242284,17.241035757576718,4.083330286884899,0.9467532467532468,-0.6363636363636362,-0.7584415584415585,0.7948051948051948,lm000_ls100_le000,lm000_ls100_le000,lm080_ls020_le000,1,1,1,1,0.0,1.6530904404215563,1
semantic_plus_probe,rough_seed_10,81,84,672,3,0.028904959559440613,0.04159411104049161,0.061624389927170856,0.07544425270212476,0.1916271847862274,0.8632489745704639,0.5556859646008077,0.9441558441558441,-0.7311688311688312,0.34545454545454546,0.461038961038961,lm060_ls020_le020,lm000_ls080_le020,lm080_ls020_le000,12,0,0,0,0.2046972594498272,0.04660870274838702,0
semantic_plus_probe,rough_seed_8,81,84,672,3,0.028653160358468693,0.03891961083097317,0.059970190623451845,0.07386276895606737,1.97383542254736,0.37541182367786063,2.059917415179336,0.9844155844155844,0.15584415584415584,0.5233766233766234,0.9636363636363635,lm080_ls020_le000,lm100_ls000_le000,lm080_ls020_le000,2,0,1,1,0.0016479083801680394,0.0,0
semantic_plus_probe,rough_seed_22,81,84,672,3,0.02869371883571148,0.039977908028159675,0.06260313851104383,0.07535384885216515,0.3806697603069813,0.31525437332510214,0.7894103521866584,0.9688311688311689,0.7272727272727273,0.48181818181818176,0.7337662337662337,lm040_ls040_le020,lm000_ls080_le020,lm080_ls020_le000,3,0,1,1,0.025173014214702888,0.14102356059836776,1
semantic_plus_probe,rough_seed_20,81,84,672,3,0.027988988285263378,0.041614798843698154,0.06154706581142814,0.07204811535429112,0.7483932435954178,1.0026384393698158,0.362032807601467,0.9844155844155844,-0.48441558441558447,0.45194805194805193,0.12987012987012986,lm000_ls060_le040,lm000_ls080_le020,lm080_ls020_le000,9,0,0,0,0.10781857615678969,0.14667944598463062,1
semantic_plus_probe,rough_seed_28,81,84,672,3,0.02961518056690693,0.04169589190744491,0.05918362669707444,0.07460064130755717,0.8107049807763687,4.266451777008524,2.7204863588057973,0.9246753246753248,-0.7233766233766233,-0.7506493506493507,-0.7311688311688312,lm000_ls100_le000,lm040_ls020_le040,lm080_ls020_le000,13,0,0,0,1.1933267808274428,0.2066409730589126,0
semantic_plus_probe,rough_seed_17,81,84,672,3,0.028997195263703663,0.042436869789394024,0.05927458038468784,0.07588893711238903,0.6069024386292905,0.5823852934517972,0.3938879456206584,0.9571428571428571,-0.2792207792207792,0.7922077922077921,0.7155844155844155,lm100_ls000_le000,lm040_ls040_le020,lm080_ls020_le000,5,0,0,1,0.19183746396762474,0.19233300719603325,1
semantic_plus_prop_probe,rough_seed_13,87,90,672,3,0.028649273638923962,0.04159428383099156,0.06063534113380923,0.07557485778775899,0.6993440288047129,9.798530347795552,1.9895483791210622,0.8753246753246753,-0.2922077922077922,-0.7558441558441559,-0.15454545454545454,lm080_ls020_le000,lm000_ls100_le000,lm080_ls020_le000,8,0,0,0,0.03270896035207965,0.0,0
semantic_plus_prop_probe,rough_seed_7,87,90,672,3,0.0285420964161555,0.04230912355742796,0.06106738816336145,0.07577074103330055,0.24814796250681437,0.5526228271640058,0.2515060629489741,0.49350649350649345,-0.16233766233766234,0.7415584415584415,-0.022077922077922082,lm000_ls060_le040,lm100_ls000_le000,lm080_ls020_le000,6,0,0,0,0.03784085474337451,0.11426225020779207,1
semantic_plus_prop_probe,rough_seed_15,87,90,672,3,0.029381622249881428,0.04050019197830003,0.05982309987661231,0.07692894845969267,0.19337533819302885,0.5424386079917211,0.3096226490921326,0.7935064935064934,-0.2792207792207792,0.0935064935064935,0.4285714285714285,lm060_ls040_le000,lm060_ls020_le020,lm080_ls020_le000,17,0,0,0,0.19997271527940827,0.0068616204234064615,0
semantic_plus_prop_probe,rough_seed_0,87,90,672,3,0.029286195213596027,0.04156905081766754,0.060916216736957324,0.07544553508388893,0.2410230362522364,0.43799831635806835,0.37468283811469566,0.7766233766233767,0.41298701298701296,0.6545454545454545,0.18181818181818182,lm100_ls000_le000,lm000_ls060_le040,lm080_ls020_le000,3,0,1,1,0.026947920889475147,0.1191408580715218,1
semantic_plus_prop_probe,rough_seed_5,87,90,672,3,0.030056965226928394,0.043520905993360046,0.06405543501833308,0.07743849223107165,0.33241996913199207,1.0641825835340886,0.6593570592619411,0.8441558441558441,0.8025974025974025,-0.33506493506493507,-0.6532467532467533,lm060_ls020_le020,lm000_ls040_le060,lm080_ls020_le000,15,0,0,0,0.13504226187794194,0.04604145419202896,0
semantic_plus_prop_probe,rough_seed_11,87,90,672,3,0.0293858094761769,0.0411018349259738,0.06138392513994907,0.07389760937809936,1.3801412718529549,1.389086162062993,1.7071890215096088,0.961038961038961,0.4701298701298702,0.8025974025974025,0.7415584415584415,lm020_ls080_le000,lm000_ls080_le020,lm080_ls020_le000,10,0,0,0,0.749905260502671,0.03577286759580989,0
semantic_plus_prop_probe,rough_seed_4,87,90,672,3,0.03175699276228746,0.034873892219237146,0.06464027477261625,0.07752237874061162,45.62142500243788,0.4315718228245884,1.102088590056253,0.9480519480519479,0.8337662337662338,0.8064935064935065,0.7181818181818181,lm020_ls080_le000,lm000_ls100_le000,lm080_ls020_le000,3,0,1,1,0.1640909998792447,0.167424333212578,1
semantic_plus_prop_probe,rough_seed_25,87,90,672,3,0.02763817086815834,0.04153685932959597,0.06053045978123571,0.07204267104341798,2.0551937368392013,0.4113706930846299,0.7340509818701065,0.9857142857142858,0.37792207792207794,0.1,0.5233766233766234,lm040_ls040_le020,lm000_ls100_le000,lm080_ls020_le000,13,0,0,0,0.2816669674948088,0.2333729512036904,0
semantic_plus_prop_probe,rough_seed_12,87,90,672,3,0.02941168037553628,0.04109070947681564,0.061416155273043685,0.07749205627513685,1.3196503866704796,0.7524931009020572,0.7026313297398746,0.6558441558441558,0.11948051948051949,0.34415584415584416,0.3896103896103896,lm100_ls000_le000,lm080_ls000_le020,lm080_ls020_le000,3,0,1,1,0.006007828421616956,0.27336439191352324,1
semantic_plus_prop_probe,rough_seed_6,87,90,672,3,0.02929459388057391,0.041290909104018995,0.06218415585938776,0.07513798519415403,3.4191952462855917,1.4010148054002347,1.101573686630467,0.9623376623376624,-0.2311688311688312,0.5948051948051949,0.6272727272727273,lm000_ls080_le020,lm000_ls100_le000,lm080_ls020_le000,4,0,0,1,0.07496055129465143,0.19646303752110775,1
semantic_plus_prop_probe,rough_seed_29,87,90,672,3,0.027455986166993778,0.04008388849286933,0.05843684091947098,0.07386351149330635,0.6759804315397107,1.0587948208056444,1.1463975832906026,0.8831168831168831,-0.7298701298701298,-0.13766233766233765,-0.2922077922077922,lm060_ls040_le000,lm000_ls020_le080,lm080_ls020_le000,20,0,0,0,1.0631067557243135,0.01807345113361848,0
semantic_plus_prop_probe,rough_seed_18,87,90,672,3,0.033806720127662025,0.04094357761623532,0.05513274123464411,0.07436570170727505,3.771694180291623,17.089071060862835,3.7295140012825962,0.9181818181818181,0.2025974025974026,0.13896103896103898,0.7324675324675325,lm000_ls100_le000,lm020_ls080_le000,lm080_ls020_le000,6,0,0,0,0.8790905326088567,1.6530904404215563,1
semantic_plus_prop_probe,rough_seed_10,87,90,672,3,0.028080301980177563,0.041711431279257694,0.06071774046075643,0.07359155074791683,0.23469912903551268,0.791311323567728,0.784438790237082,0.8883116883116883,-0.6766233766233766,0.4285714285714285,0.5493506493506494,lm060_ls020_le020,lm060_ls020_le020,lm080_ls020_le000,1,1,1,1,0.0,0.04660870274838702,1
semantic_plus_prop_probe,rough_seed_8,87,90,672,3,0.027504289522767067,0.04001197329586387,0.0590944140942301,0.07374423213200992,2.002942421918207,0.6933892736816542,1.7752087723066345,0.9922077922077923,0.04025974025974026,0.6805194805194805,0.9779220779220777,lm080_ls020_le000,lm080_ls020_le000,lm080_ls020_le000,1,1,1,1,0.0,0.0,0
semantic_plus_prop_probe,rough_seed_22,87,90,672,3,0.027112241834402084,0.04104981096524755,0.06066742082490608,0.07280329419182438,0.5908951059303299,0.37307007122020064,0.7552805772280227,0.9935064935064933,-0.22077922077922077,0.44675324675324674,0.49870129870129876,lm040_ls040_le020,lm000_ls100_le000,lm080_ls020_le000,15,0,0,0,0.3563928110448611,0.14102356059836776,0
semantic_plus_prop_probe,rough_seed_20,87,90,672,3,0.027896958713730175,0.04150118528515142,0.06180022690055103,0.07273095770848942,0.5763391077181785,1.3838857760364267,0.9927839523002004,0.9779220779220777,0.8532467532467533,0.3116883116883117,0.36363636363636365,lm000_ls060_le040,lm060_ls020_le020,lm080_ls020_le000,5,0,0,1,0.05196741740147459,0.14667944598463062,1
semantic_plus_prop_probe,rough_seed_28,87,90,672,3,0.02965620408455531,0.041905696921252976,0.05952229954016202,0.07419753391494643,0.7812571318539121,3.2976277726176733,2.479327064595062,0.7753246753246753,-0.525974025974026,-0.5194805194805194,-0.38311688311688313,lm000_ls100_le000,lm020_ls040_le040,lm080_ls020_le000,11,0,0,0,1.014424125716714,0.2066409730589126,0
semantic_plus_prop_probe,rough_seed_17,87,90,672,3,0.028771903986732166,0.03973730667720939,0.061523084553929755,0.07494696644622015,0.6737223188857326,0.39487197186530054,0.6166337161133215,0.8999999999999999,0.7272727272727273,0.6636363636363637,0.9129870129870129,lm100_ls000_le000,lm100_ls000_le000,lm080_ls020_le000,1,1,1,1,0.0,0.19233300719603325,1
