group,seed,w_name,w_kind,w_motion,w_stability,w_energy,selected_beta_name,beta_motion,beta_stability,beta_energy,lambda_motion,lambda_stability,lambda_energy,J_motion,J_stability,J_energy,regret_motion,regret_stability,regret_energy,selection_score,selection_max_term,selection_weighted_sum_term,pareto_count
flat,27101,wg_m000_s100_e000,simplex_grid,0.0,1.0,0.0,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27101,wg_m000_s080_e020,simplex_grid,0.0,0.8,0.2,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27101,wg_m000_s060_e040,simplex_grid,0.0,0.6,0.4,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27101,wg_m000_s040_e060,simplex_grid,0.0,0.4,0.6,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27101,wg_m000_s020_e080,simplex_grid,0.0,0.2,0.8,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27101,wg_m000_s000_e100,simplex_grid,0.0,0.0,1.0,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27101,w_balanced,canonical,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27101,w_motion,canonical,0.7,0.15,0.15,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27101,w_stability,canonical,0.15,0.7,0.15,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27101,w_energy,canonical,0.15,0.15,0.7,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m100_s000_e000,simplex_grid,1.0,0.0,0.0,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m080_s020_e000,simplex_grid,0.8,0.2,0.0,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m080_s000_e020,simplex_grid,0.8,0.0,0.2,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m060_s040_e000,simplex_grid,0.6,0.4,0.0,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m060_s020_e020,simplex_grid,0.6,0.2,0.2,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m060_s000_e040,simplex_grid,0.6,0.0,0.4,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m040_s060_e000,simplex_grid,0.4,0.6,0.0,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m040_s040_e020,simplex_grid,0.4,0.4,0.2,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m040_s020_e040,simplex_grid,0.4,0.2,0.4,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m040_s000_e060,simplex_grid,0.4,0.0,0.6,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m020_s080_e000,simplex_grid,0.2,0.8,0.0,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m020_s060_e020,simplex_grid,0.2,0.6,0.2,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m020_s040_e040,simplex_grid,0.2,0.4,0.4,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m020_s020_e060,simplex_grid,0.2,0.2,0.6,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m020_s000_e080,simplex_grid,0.2,0.0,0.8,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m000_s100_e000,simplex_grid,0.0,1.0,0.0,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m000_s080_e020,simplex_grid,0.0,0.8,0.2,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m000_s060_e040,simplex_grid,0.0,0.6,0.4,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m000_s040_e060,simplex_grid,0.0,0.4,0.6,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m000_s020_e080,simplex_grid,0.0,0.2,0.8,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,wg_m000_s000_e100,simplex_grid,0.0,0.0,1.0,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,w_balanced,canonical,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,w_motion,canonical,0.7,0.15,0.15,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,w_stability,canonical,0.15,0.7,0.15,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
flat,27102,w_energy,canonical,0.15,0.15,0.7,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.467153420035954,0.10764727422495432,100.54988909022944,0.0,0.0,0.0,0.0,0.0,0.0,1
low_friction,27200,wg_m100_s000_e000,simplex_grid,1.0,0.0,0.0,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.539224297512309,0.25137314479378425,110.58335893441934,0.0,1.0,0.5941920981184179,0.0,0.0,0.0,6
low_friction,27200,wg_m080_s020_e000,simplex_grid,0.8,0.2,0.0,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.542541160232466,0.2509052680762073,110.51206006721317,0.12004539642447351,0.7237294812464607,0.22756768461331556,0.14715371838318086,0.14474589624929216,0.24078221338887096,6
low_friction,27200,wg_m080_s000_e020,simplex_grid,0.8,0.0,0.2,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.542541160232466,0.2509052680762073,110.51206006721317,0.12004539642447351,0.7237294812464607,0.22756768461331556,0.09745181568020124,0.09603631713957882,0.14154985406224194,6
low_friction,27200,wg_m060_s040_e000,simplex_grid,0.6,0.4,0.0,lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,4.547219700831385,0.25017519271203076,110.62720484327328,0.289373254786527,0.2926366484276484,0.8196512287900357,0.17653073899434593,0.17362395287191618,0.29067861224297553,6
low_friction,27200,wg_m060_s020_e020,simplex_grid,0.6,0.2,0.2,lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,4.544679391626769,0.2505255781359973,110.59918496615518,0.19743323458139905,0.49953124096951407,0.6755708048303816,0.1386489644651645,0.1351141609660763,0.35348034990881855,6
low_friction,27200,wg_m060_s000_e040,simplex_grid,0.6,0.0,0.4,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.542541160232466,0.2509052680762073,110.51206006721317,0.12004539642447351,0.7237294812464607,0.22756768461331556,0.09265761696232633,0.09102707384532623,0.16305431170001033,6
low_friction,27200,wg_m040_s060_e000,simplex_grid,0.4,0.6,0.0,lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,4.550188003922176,0.24997079780404255,110.6622779661086,0.39680342338423646,0.17194612218620497,1.0,0.16134025978034877,0.1587213693536946,0.26188904266541757,6
low_friction,27200,wg_m040_s040_e020,simplex_grid,0.4,0.4,0.2,lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,4.547219700831385,0.25017519271203076,110.62720484327328,0.289373254786527,0.2926366484276484,0.8196512287900357,0.16789758782844394,0.16393024575800716,0.39673420704367734,6
low_friction,27200,wg_m040_s020_e040,simplex_grid,0.4,0.2,0.4,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.542541160232466,0.2509052680762073,110.51206006721317,0.12004539642447351,0.7237294812464607,0.22756768461331556,0.14758380753593622,0.14474589624929216,0.2837911286644078,6
low_friction,27200,wg_m040_s000_e060,simplex_grid,0.4,0.0,0.6,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.542541160232466,0.2509052680762073,110.51206006721317,0.12004539642447351,0.7237294812464607,0.22756768461331556,0.1383861984613671,0.13654061076798932,0.18455876933777873,6
low_friction,27200,wg_m020_s080_e000,simplex_grid,0.2,0.8,0.0,lm020_ls080_le000,0.26,0.59,0.15,0.2,0.8,0.0,4.550188003922176,0.24997079780404255,110.6622779661086,0.39680342338423646,0.17194612218620497,1.0,0.1397260735732221,0.13755689774896399,0.21691758242581127,6
low_friction,27200,wg_m020_s060_e020,simplex_grid,0.2,0.6,0.2,lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,4.547219700831385,0.25017519271203076,110.62720484327328,0.289373254786527,0.2926366484276484,0.8196512287900357,0.17955585791430806,0.17558198905658903,0.3973868857719016,6
low_friction,27200,wg_m020_s040_e040,simplex_grid,0.2,0.4,0.4,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.202,0.2,0.2,6
low_friction,27200,wg_m020_s020_e060,simplex_grid,0.2,0.2,0.6,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.542541160232466,0.2509052680762073,110.51206006721317,0.12004539642447351,0.7237294812464607,0.22756768461331556,0.14779885211231392,0.14474589624929216,0.3052955863021762,6
low_friction,27200,wg_m020_s000_e080,simplex_grid,0.2,0.0,0.8,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.542541160232466,0.2509052680762073,110.51206006721317,0.12004539642447351,0.7237294812464607,0.22756768461331556,0.18411477996040793,0.18205414769065245,0.20606322697554716,6
low_friction,27200,wg_m000_s100_e000,simplex_grid,0.0,1.0,0.0,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.0,0.0,0.0,6
low_friction,27200,wg_m000_s080_e020,simplex_grid,0.0,0.8,0.2,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.0,0.0,0.0,6
low_friction,27200,wg_m000_s060_e040,simplex_grid,0.0,0.6,0.4,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.0,0.0,0.0,6
low_friction,27200,wg_m000_s040_e060,simplex_grid,0.0,0.4,0.6,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.0,0.0,0.0,6
low_friction,27200,wg_m000_s020_e080,simplex_grid,0.0,0.2,0.8,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.0,0.0,0.0,6
low_friction,27200,wg_m000_s000_e100,simplex_grid,0.0,0.0,1.0,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.0,0.0,0.0,6
low_friction,27200,w_balanced,canonical,0.3333333333333333,0.3333333333333333,0.3333333333333333,lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,4.544679391626769,0.2505255781359973,110.59918496615518,0.19743323458139905,0.49953124096951407,0.6755708048303816,0.22976538587806483,0.22519026827679384,0.4575117601270982,6
low_friction,27200,w_motion,canonical,0.7,0.15,0.15,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.542541160232466,0.2509052680762073,110.51206006721317,0.12004539642447351,0.7237294812464607,0.22756768461331556,0.1108266857107301,0.10855942218696911,0.22672635237609787,6
low_friction,27200,w_stability,canonical,0.15,0.7,0.15,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.1515,0.15,0.15,6
low_friction,27200,w_energy,canonical,0.15,0.15,0.7,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.1515,0.15,0.15,6
low_friction,27201,wg_m100_s000_e000,simplex_grid,1.0,0.0,0.0,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.539224297512309,0.25137314479378425,110.58335893441934,0.0,1.0,0.5941920981184179,0.0,0.0,0.0,6
low_friction,27201,wg_m080_s020_e000,simplex_grid,0.8,0.2,0.0,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.542541160232466,0.2509052680762073,110.51206006721317,0.12004539642447351,0.7237294812464607,0.22756768461331556,0.14715371838318086,0.14474589624929216,0.24078221338887096,6
low_friction,27201,wg_m080_s000_e020,simplex_grid,0.8,0.0,0.2,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.542541160232466,0.2509052680762073,110.51206006721317,0.12004539642447351,0.7237294812464607,0.22756768461331556,0.09745181568020124,0.09603631713957882,0.14154985406224194,6
low_friction,27201,wg_m060_s040_e000,simplex_grid,0.6,0.4,0.0,lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,4.547219700831385,0.25017519271203076,110.62720484327328,0.289373254786527,0.2926366484276484,0.8196512287900357,0.17653073899434593,0.17362395287191618,0.29067861224297553,6
low_friction,27201,wg_m060_s020_e020,simplex_grid,0.6,0.2,0.2,lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,4.544679391626769,0.2505255781359973,110.59918496615518,0.19743323458139905,0.49953124096951407,0.6755708048303816,0.1386489644651645,0.1351141609660763,0.35348034990881855,6
low_friction,27201,wg_m060_s000_e040,simplex_grid,0.6,0.0,0.4,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.542541160232466,0.2509052680762073,110.51206006721317,0.12004539642447351,0.7237294812464607,0.22756768461331556,0.09265761696232633,0.09102707384532623,0.16305431170001033,6
