t_wall,context,x,y,action_id,hold_override,emp_age_s,proj_age_s,theta_age_s,emp_seq,emp_vx,emp_yaw_rate,emp_body_h,emp_clearance,emp_enable,proj_seq,proj_vx,proj_yaw_rate,proj_body_h,proj_clearance,proj_enable,out_seq,out_vx,out_yaw_rate,out_body_h,out_clearance,out_enable,delta_vx,delta_yaw_rate,delta_body_h,delta_clearance,j7_accept,j7_reason,j7_source
1785204147.133350,flat,0.000000,0.000000,1,0,0.002405,0.002341,0.002287,5300073,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300073,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300073,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204147.183348,flat,0.000000,0.000000,1,0,0.002415,0.002352,0.002302,5300075,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300075,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300075,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204147.233405,flat,0.000000,0.000000,1,0,0.001902,0.001780,0.001661,5300077,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300077,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300077,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204147.283405,flat,0.000000,0.000000,1,0,0.002257,0.002173,0.002087,5300079,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300079,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300079,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204147.333959,flat,0.000000,0.000000,1,0,0.002351,0.002205,0.002069,5300081,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300081,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300081,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204147.383540,flat,0.000000,0.000000,1,0,0.002565,0.002501,0.002450,5300083,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300083,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300083,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204147.433474,flat,0.000000,0.000000,1,0,0.001925,0.001779,0.001649,5300085,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300085,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300085,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204147.483634,flat,0.000000,0.000000,1,0,0.002489,0.002422,0.002368,5300087,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300087,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300087,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204147.533499,flat,0.000000,0.000000,1,0,0.002272,0.002188,0.001876,5300089,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300089,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300089,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204147.583382,flat,0.000000,0.000000,1,0,0.002464,0.002404,0.002354,5300091,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300091,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300091,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204147.633621,flat,0.000000,0.000000,1,0,0.001872,0.001699,0.001551,5300093,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300093,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300093,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204147.683455,flat,0.000000,0.000000,1,0,0.002203,0.002118,0.002047,5300095,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300095,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300095,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204147.733428,flat,0.000000,0.000000,1,0,0.002465,0.002400,0.002335,5300097,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300097,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300097,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204147.783957,flat,0.000000,0.000000,1,0,0.003003,0.002936,0.002883,5300099,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300099,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300099,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204147.833365,flat,0.000000,0.000000,1,0,0.002441,0.002379,0.002327,5300101,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300101,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300101,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204147.883356,flat,0.000000,0.000000,1,0,0.001861,0.001706,0.001646,5300103,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300103,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300103,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204147.933530,flat,0.000000,0.000000,1,0,0.001957,0.001830,0.001716,5300105,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300105,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300105,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204147.983345,flat,0.000000,0.000000,1,0,0.002295,0.002228,0.002176,5300107,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300107,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300107,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.033920,flat,0.000000,0.000000,1,0,0.002993,0.002931,0.002881,5300109,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300109,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300109,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.083362,flat,0.000000,0.000000,1,0,0.002104,0.002022,0.001951,5300111,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300111,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300111,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.133364,flat,0.000000,0.000000,1,0,0.002376,0.002281,0.002204,5300113,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300113,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300113,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.183602,flat,0.000000,0.000000,1,0,0.002664,0.002599,0.002547,5300115,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300115,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300115,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.233379,flat,0.000000,0.000000,1,0,0.002453,0.002386,0.002328,5300117,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300117,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300117,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.283507,flat,0.000000,0.000000,1,0,0.002438,0.002373,0.002321,5300119,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300119,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300119,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.333708,flat,0.000000,0.000000,1,0,0.002710,0.002646,0.002578,5300121,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300121,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300121,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.383435,flat,0.000000,0.000000,1,0,0.002246,0.002186,0.002135,5300123,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300123,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300123,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.433393,flat,0.000000,0.000000,1,0,0.002416,0.002355,0.002305,5300125,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300125,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300125,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.483397,flat,0.000000,0.000000,1,0,0.001640,0.001562,0.001508,5300127,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300127,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300127,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.533499,flat,0.000000,0.000000,1,0,0.002494,0.002427,0.002375,5300129,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300129,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300129,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.583662,flat,0.000000,0.000000,1,0,0.002724,0.002665,0.002616,5300131,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300131,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300131,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.633423,flat,0.000000,0.000000,1,0,0.002236,0.002162,0.002100,5300133,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300133,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300133,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.683424,flat,0.000000,0.000000,1,0,0.002522,0.002460,0.002409,5300135,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300135,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300135,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.733777,flat,0.000000,0.000000,1,0,0.002708,0.002633,0.002582,5300137,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300137,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300137,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.783365,flat,0.000000,0.000000,1,0,0.002361,0.002297,0.002247,5300139,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300139,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300139,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.833500,flat,0.000000,0.000000,1,0,0.002218,0.002151,0.002099,5300141,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300141,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300141,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.883407,flat,0.000000,0.000000,1,0,0.002468,0.002406,0.002354,5300143,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300143,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300143,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.933361,flat,0.000000,0.000000,1,0,0.002354,0.002287,0.002234,5300145,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300145,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300145,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
1785204148.983417,flat,0.000000,0.000000,1,0,0.002188,0.002117,0.002064,5300147,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,5300147,0.00000000,0.00000000,0.32000000,0.06000000,1.00000000,5300147,0.00000000,0.00000000,0.32000000,0.04500000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000,0,delta_clearance_too_large,empirical
