action_name,preference_score_seed,run_dir,schema,source_dataset,source_path,world_name
sponge_probe_crawlish,4.698083058035874,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_probe_crawlish/ep000,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_probe_crawlish/ep000/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_probe_crawlish,4.469906908504494,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_probe_crawlish/ep001,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_probe_crawlish/ep001/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_probe_crawlish,5.605685622651692,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_probe_crawlish/ep002,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_probe_crawlish/ep002/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_probe_crawlish,-1.9647074414395562,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_probe_crawlish/ep003,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_probe_crawlish/ep003/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_probe_crawlish,6.315187626874217,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_probe_crawlish/ep004,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_probe_crawlish/ep004/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_reach_then_brake,-0.560039796227511,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_reach_then_brake/ep000,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_reach_then_brake/ep000/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_reach_then_brake,4.520649532439807,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_reach_then_brake/ep001,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_reach_then_brake/ep001/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_reach_then_brake,4.183398794026953,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_reach_then_brake/ep002,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_reach_then_brake/ep002/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_reach_then_brake,4.224574987095827,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_reach_then_brake/ep003,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_reach_then_brake/ep003/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_reach_then_brake,5.0067703811302895,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_reach_then_brake/ep004,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_reach_then_brake/ep004/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_short_step_stable,-2.332860267524075,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_short_step_stable/ep000,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_short_step_stable/ep000/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_short_step_stable,4.568637061827338,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_short_step_stable/ep001,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_short_step_stable/ep001/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_short_step_stable,5.3484472761450625,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_short_step_stable/ep002,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_short_step_stable/ep002/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_short_step_stable,-0.3719082597425111,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_short_step_stable/ep003,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_short_step_stable/ep003/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_short_step_stable,-0.37788710593100905,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_short_step_stable/ep004,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_short_step_stable/ep004/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_slow_high_clear,-0.030237336579028523,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_slow_high_clear/ep000,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_slow_high_clear/ep000/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
